Date,Fixing,Price Type,FX Version,Index ISIN_CPi,Index ISIN_TRi,Index Name,ISIN,CUSIP,Identifier,Local 1,Local 2,Ticker,Issuer,Issuer Country,Coupon,Workout date,Final Maturity,Expected Remaining Life,YTM,Next Call Date,Next Coupon Date,Coupon Frequency,Bid Price,Ask Price,Bid_Ask_Spread,PV,Accrued Interest,Dirty Index Price,Ex-Dividend,Coupon Payment,Coupon Adjustment,Current Redemption Payment,Redemption Factor,PIK Factor,Notional Amount,Capped Notional Amount,MVal,Capped Market Value,Cash Payment,Capped Cash Payment,Street Yield,Yield,Semi-Annual Yield,Street Yield to Maturity,Annual Yield to Maturity,Semi-Annual Yield to Maturity,Simple Margin,Discount Margin,Duration,Street Modified Duration,AMDuration,Semi-Annual Modified Duration,Street Modified Duration to Maturity,Annual Modified Duration to Maturity,Semi-Annual Modified Duration to Maturity,Effective OA duration,Street Convexity,Annual Convexity,Semi-Annual Convexity,Street Convexity to Maturity,Annual Convexity to Maturity,Semi-Annual Convexity to Maturity,OA Convexity,Benchmark ISIN,Annual Benchmark Spread,Semi-Annual Benchmark Spread,Annual Benchmark Spread to BM-Curve,Semi-Annual Benchmark Spread to BM-Curve,Asset Swap Spread,Curr. Spread,OAS,Z-Spread,Z-Spread Over RFR,Z-Spread Over Euribor,DV 01,Index Ratio,Assumed Inflation,Level 0,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7,Level 8,Rating,Seniority Level 1,Seniority Level 2,Seniority Level 3,Is Fixed to Float,Is Perpetual,Is Hybrid Capital,CALL,Is Core index,Is Crossover,Is FRN,Is PIK,Is Zero Coupon,Is Sinking,1-3 Years,1-5 Years,1-10 Years,1-15 Years,1-20 Years,3-5 Years,5-7 Years,5-10 Years,5-15 Years,7-10 Years,10-15 Years,15-20 Years,15-25 Years,20-25 Years,25-30 Years,5+ Years,7+ Years,10+ Years,15+ Years,25+ Years,30+ Years,Daily Return,Month-to-Date Return,Quarter-to-Date Return,Year-to-Date Return,Daily Sovereign Curve Swap Return,Daily Excess Return over RFR,Daily Excess Return over Euribor,Month-to-date Sovereign Curve Swap Return,Month-to-Date Excess Return over RFR,Month-to-Date Excess Return over Euribor,Duration weighted exposure,IG,Sector,Subsector,FNF,Sen2,Tier,MaturityB,RatingB,RevRat,SBR,MVal*Duration,EM,SecDes,Callable,CE,CI,CI_,ESG_SCORE,ESG_RATING,WARF,CS,CS_,DV01,SRC,Seniority,AvPAL,Decarb
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1785458172,92940NAB5,BBAR5058805,,,WPC,WPC Eurobond BV,NETHERLANDS,2.125,2027-01-15,2027-04-15,5.142465753,5.142465753,2027-01-15,2022-04-15,1,101.55828000000001,101.89508000000001,0.33679999999999705,101.55828000000001,1.822260274,103.380540274,1,0.0,0,0,1,1,500000000,500000000,516902701.37,516902701.37,0.0,0.0,1.789924035,1.789924035,1.781985355,1.804499364,1.804499364,1.79643145,,,4.61986264,4.538624706,4.538624706,4.579063519,4.756268971,4.756268971,4.798990526,4.725963148,25.918341719,25.918341719,24.112947994000002,28.277674221999998,28.277674221999998,26.409810188,9.499858507999999,DE0001135044,185.9909642,185.1983211,187.69059999040502,186.899123460029,143.577654054,119.37655122700001,183.437964345,187.03070704099997,145.66709427700002,120.774578352,0.048857262,,,EUR,Corporates,Financials,Real Estate,Real Estate,Real Estate Investment Trusts,Diversified REITs,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.00552057368864241,-0.0272092773541604,-0.0406353341274829,-0.0406353341274829,-0.0025647014136884303,-0.0032848081145009102,-0.00326683049953285,-0.0117199069999999,-0.0125435092641604,-0.00955932143416034,0.000187680562283324,IG,Real Estate,Real Estate,NF,SEN,,5y-7y,BBB,9,BBB,2388019478.57434,False,WPC 2 ⅛ 04/15/27,True,0.085337,4.44,64.7,5.5,BBB,360,0.000992657147264498,0.014465071492795726,0.23880194785743397,0.11346561765000002,Sen,63.86817219399998,902
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1785813251,171239AB2,BBAR5475306,,,CB,Chubb INA Holdings Inc,UNITED STATES,2.5,2037-09-15,2038-03-15,16.057534247,16.057534247,2037-09-15,2022-03-15,1,104.98461999999999,105.93256000000001,0.9479399999999879,104.98461999999999,2.356164384,107.340784384,1,0.0,0,0,1,1,900000000,900000000,966067059.4560001,966067059.4560001,0.0,0.0,2.120822791,2.120822791,2.109695751,2.130099034,2.130099034,2.118874956,,,12.862281165999999,12.595160139,12.595160139,12.728019918,12.925647919000001,12.925647919000001,13.062587077,12.991688457,192.32787252,192.32787252,190.10922580599998,202.87564936200002,202.87564936200002,200.73427765,192.178551551,DE0001135325,180.43672019999997,179.34901269999997,183.166980274654,182.075674475476,135.85398502799998,117.087492683,182.09803232,184.82589564900002,137.52989081,117.947279689,0.13945380300000002,,,EUR,Corporates,Financials,Core Financials,Insurance,Nonlife Insurance,Property & Casualty Insurance,*,*,A,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,-0.00916639632211502,-0.0643192161681993,-0.0959622742208024,-0.0959622742208024,-0.0050963502404819,-0.00451729389312498,-0.0036412030556152203,-0.0384098736999999,-0.0148377375481994,-0.0115873455781994,0.000976577477048308,IG,Financials,Insurance,F,SEN,Senior,Greater than 10y,A,6,A,12425826143.93391,False,CB 2 ½ 03/15/38,True,0.05514,0.64,1.5,5.5,BBB,120,0.0002575542868578157,0.0006036428598230056,1.2425826143933911,0.117975800695,Sen,84.81014184900016,875
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1790931114,AR3396934,BBAR3396934,,,SPOLNO,Sparebank 1 Oestlandet,NORWAY,0.875,2023-03-13,2023-03-13,1.052054795,1.052054795,,2022-03-13,1,100.83273,100.92232,0.0895900000000012,100.83273,0.829452055,101.662182055,1,0.0,0,0,1,1,500000000,500000000,508310910.275,508310910.275,0.0,0.0,0.082783476,0.082783476,0.082766351,0.082783476,0.082783476,0.082766351,,,1.043448228,1.04258514,1.04258514,1.043016595,1.04258514,1.04258514,1.043016595,1.042733344,2.137224924,2.137224924,1.617701623,2.137224924,2.137224924,1.617701623,1.095813509,DE0001104842,63.4740594,63.548722,63.4740594,63.548722,47.186540756999996,33.686336092,65.362415582,65.362419535,46.907291148,33.715144712,0.010600655,,,EUR,Corporates,Financials,Core Financials,Banks,Banks,Banks,*,*,AA,SEN,Preferred,*,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000409352786657162,-0.00206425022572205,-0.00235622979087191,-0.00235622979087191,-0.000547887803842024,-0.00027267973572207003,-0.000303934829629471,-0.00153799283,-0.00106936188572211,-0.0007012376957220129,4.16851883599704e-05,IG,Financials,Banks,F,SEN,Senior,1y-3y,AA,4,AA-,530396118.5995157,False,SPOLNO 0 ⅞ 03/13/23,False,0.000714,0.1,1.2,7.6,AA,40,2.2357142956407613e-05,0.0002682857154768914,0.05303961185995157,0.01146843654,Sen,0.0,689
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1790990474,AR6211817,BBAR6211817,,,ACAFP,Credit Agricole SA/London,FRANCE,1.375,2025-03-13,2025-03-13,3.052054795,3.052054795,,2022-03-13,1,101.48083000000001,101.64294,0.16210999999999803,101.48083000000001,1.303424658,102.784254658,1,0.0,0,0,1,1,1000000000,1000000000,1027842546.58,1027842546.58,0.0,0.0,0.8810229359999999,0.8810229359999999,0.879090934,0.8810229359999999,0.8810229359999999,0.879090934,,,2.97229231,2.946334428,2.946334428,2.959284907,2.946334428,2.946334428,2.959284907,2.9727984419999998,11.778495449000001,11.778495449000001,10.409099482,11.778495449000001,11.778495449000001,10.409099482,9.017977315,DE0001102366,121.9872469,121.8228002,115.27359682512899,115.10001552417101,68.010094227,46.608529305,117.07249602,117.09405318,68.854382602,47.167996777,0.030555687,,,EUR,Corporates,Financials,Core Financials,Banks,Banks,Banks,*,*,A,SEN,Bail-in,*,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00253899386245454,-0.0143492957750037,-0.0213483707564885,-0.0213483707564885,-0.0016072524641983401,-0.0009264845064283061,-0.0009080228160446301,-0.00590852756000004,-0.005921590845003689,-0.00403712456500375,0.00024010407992110897,IG,Financials,Banks,F,SEN,T3,3y-5y,A,7,A-,3055048497.090551,False,ACAFP 1 ⅜ 03/13/25,False,0.084527,0.14,1.0,7.1,A,180,6.260000027794132e-05,0.0004471428591281523,0.30550484970905506,0.041248681992,Snp,379.425013333,820
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1793316834,026657AJ5,BBAR7172968,,,HNDA,American Honda Finance Corp,UNITED STATES,0.55,2023-03-17,2023-03-17,1.063013699,1.063013699,,2022-03-17,1,100.61409,100.70761,0.09351999999999801,100.61409,0.515342466,101.129432466,1,0.0,0,0,1,1,500000000,500000000,505647162.33,505647162.33,0.0,0.0,-0.02751957,-0.02751957,-0.027521463,-0.02751957,-0.02751957,-0.027521463,,,1.057575029,1.05786615,1.05786615,1.0577205790000002,1.05786615,1.05786615,1.0577205790000002,1.056850637,2.182650209,2.182650209,1.653116478,2.182650209,2.182650209,1.653116478,1.122350516,DE0001104842,52.443754799999994,52.5199406,52.443754799999994,52.5199406,35.678548256,22.170893529,54.165948073,54.165952043000004,35.421607305,22.188458986,0.010687871000000002,,,EUR,Corporates,Non-Financials,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,*,*,A,SEN,*,*,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000672281164215723,-0.00231521108286344,-0.00295837983644975,-0.00295837983644975,-0.000553516447941557,-0.000532580152217763,-0.000562216824993661,-0.0015538865000001,-0.00129158845286344,-0.0009207737828634439,4.20281422206365e-05,IG,Consumer Discretionary,Automobiles & Components,NF,SEN,,1y-3y,A,7,A-,534759812.3649175,False,HNDA 0.55 03/17/23,False,4.5,53.91,37.8,5.1,BBB,180,0.012052735767799345,0.008451000037522078,0.05347598123649175,0.014810126099999998,Sen,0.0,53
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,FR0013324373,AR7572142,BBAR7572142,,,SANFP,Sanofi,FRANCE,1.875,2037-12-21,2038-03-21,16.073972602999998,16.073972602999998,2037-12-21,2022-03-21,1,106.081,107.04142,0.9604199999999989,106.081,1.73630137,107.81730137,1,0.0,0,0,1,1,1250000000,1250000000,1347716267.125,1347716267.125,0.0,0.0,1.442586582,1.442586582,1.4374211330000002,1.4481629969999998,1.4481629969999998,1.44295768,,,13.686409057999999,13.491778472,13.491778472,13.58874531,13.673863017,13.673863017,13.772517045999999,13.746059387999999,213.830543575,213.830543575,210.16934506799998,219.73183651,219.73183651,216.07698015,208.507693767,DE0001135325,112.6130993,112.1215509,115.30894433203899,114.813842989573,67.195869164,48.699913501000005,114.34642569200001,115.82384002399999,68.332098155,48.962761752,0.148206303,,,EUR,Corporates,Non-Financials,Health Care,Health Care,Pharmaceuticals & Biotechnology,Pharmaceuticals,*,*,AA,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,-0.0140622909548502,-0.0678308477805271,-0.0890328333936043,-0.0890328333936043,-0.0051376309821109705,-0.00929021715318544,-0.0084901079155122,-0.03900325404,-0.0175764825805271,-0.0145087787505271,0.00144967088732955,IG,Health Care,Pharmaceuticals & Biotechnology,NF,SEN,,Greater than 10y,A,5,A+,18445396125.993546,False,SANFP 1 ⅞ 03/21/38,True,0.705998,4.72,15.4,4.4,BBB,70,0.0026381428688560986,0.008607500038216932,1.8445396125993547,0.12245889236,Sen,367.0,871
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1792505866,AR8112575,BBAR8112575,,,GM,General Motors Financial Company Inc,UNITED STATES,1.694,2025-01-26,2025-03-26,3.087671233,3.087671233,2025-01-26,2022-03-26,1,101.82525,102.03853000000001,0.21327999999999697,101.82525,1.545484932,103.370734932,1,0.0,0,0,1,1,500000000,500000000,516853674.66,516853674.66,0.0,0.0,1.057370495,1.057370495,1.054590095,1.089403538,1.089403538,1.08645259,,,2.836332524,2.8066557739999998,2.8066557739999998,2.8214551310000004,2.957919056,2.957919056,2.97398725,2.905088187,10.840530272999999,10.840530272999999,9.551826955,11.889281045,11.889281045,10.539843766,8.648669529,DE0001030716,126.16273290000001,125.8951337,132.492745820067,132.23375924381702,87.549205502,66.853805573,133.71517854799998,137.542560881,89.350051775,67.70269555600001,0.03003011,,,EUR,Corporates,Non-Financials,Consumer Goods,Automobiles & Parts,Automobiles & Parts,Automobiles,*,*,BBB,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00316069107540121,-0.0121202049182551,-0.0188181306563462,-0.0188181306563462,-0.00153970826294725,-0.00163756317846631,-0.00163682482305932,-0.00555701114000007,-0.00414103572825511,-0.00253981456825505,0.00011521424660926899,IG,Consumer Discretionary,Automobiles & Components,NF,SEN,,3y-5y,BBB,10,BBB-,1465968887.5870726,False,GM 1.694 03/26/25,True,4.345964,24.97,35.5,3.7,BB,610,0.005582578596214981,0.007936785749524703,0.14659688875870727,0.07016639435,Sen,133.324647847,571
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1412417617,LW0762689,BBLW0762689,,,NAB,National Australia Bank Ltd,AUSTRALIA,1.25,2026-05-18,2026-05-18,4.2328767119999995,4.2328767119999995,,2022-05-18,1,101.62105,101.87077,0.249719999999996,101.62105,0.95890411,102.57995411,1,0.0,0,0,1,1,1000000000,1000000000,1025799541.1,1025799541.1,0.0,0.0,0.858164371,0.858164371,0.856331113,0.858164371,0.858164371,0.856331113,,,4.112293163,4.0773032,4.0773032,4.094760808,4.0773032,4.0773032,4.094760808,4.111734314,21.009349489,21.009349489,19.150992641,21.009349489,21.009349489,19.150992641,17.255393510999998,DE0001030716,106.24212050000001,106.0692355,101.56812209383301,101.392029027379,54.744439926000005,31.255200958000003,100.80343953200001,100.816155841,55.636040623,31.668710731999997,0.042178152000000003,,,EUR,Corporates,Financials,Core Financials,Banks,Banks,Banks,*,*,AA,SEN,Preferred,*,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00362500134999734,-0.017929614151123,-0.0251322978031303,-0.0251322978031303,-0.0022317737086126,-0.00145048819953759,-0.00144734254292159,-0.009533449909999941,-0.00552750876112293,-0.002738443011123,0.00033153394323342004,IG,Financials,Banks,F,SEN,Senior,3y-5y,AA,4,AA-,4218388439.474068,False,NAB 1 ¼ 05/18/26,False,0.109641,0.48,4.7,6.5,A,40,0.00021462857238151308,0.0021015714379023155,0.42183884394740684,0.04485033520000001,Sen,542.048606461,872
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1421915049,LW1913695,BBLW1913695,,,MMM,3M Company,UNITED STATES,1.5,2031-03-02,2031-06-02,9.273972602999999,9.273972602999999,2031-03-02,2022-06-02,1,100.9674,101.52786,0.560460000000006,100.9674,1.0890410959999999,102.056441096,1,0.0,0,0,1,1,500000000,500000000,510282205.48,510282205.48,0.0,0.0,1.3851530909999998,1.3851530909999998,1.380389404,1.38787017,1.38787017,1.38308784,,,8.417906193,8.30289834,8.30289834,8.360204504,8.520301433,8.520301433,8.57922306,8.536802923,80.42534537899999,80.42534537899999,77.387910367,84.562618667,84.562618667,81.47608731,76.458667552,DE0001030708,127.66546100000001,127.19203370000001,125.546003769473,125.074271390559,82.570266258,58.121854117,122.264452381,124.11711703700001,83.848783215,58.492771624,0.087123572,,,EUR,Corporates,Non-Financials,Industrials,Industrial Goods & Services,General Industrials,Industrial Conglomerates,*,*,A,SEN,*,*,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-0.00714374007616813,-0.0432310316241391,-0.0593097217028944,-0.0593097217028944,-0.00401257652063874,-0.00407848911941368,-0.0035460273676043296,-0.0236730927700001,-0.0147586461641392,-0.0101023884741392,0.000337594946245124,IG,Industrials,Capital Goods,NF,SEN,,7y-10y,A,5,A+,4295507737.687791,False,MMM 1 ½ 06/02/31,True,5.28,43.7,164.1,8.6,AAA,70,0.009770071471950127,0.036688071591464894,0.4295507737687791,0.09312028838,Sen,369.404513055,438
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1428773763,LW2826607,BBLW2826607,,,ASSGEN,Assicurazioni Generali SpA,ITALY,5.0,2028-06-08,2048-06-08,6.290410959,6.290410959,,2022-06-08,1,109.95713,110.58463,0.627499999999998,109.95713,3.547945205,113.505075205,1,0.0,0,0,1,1,850000000,850000000,964793139.2425,964793139.2425,0.0,0.0,3.223009505,3.223009505,3.197450284,3.223009505,3.223009505,3.197450284,,,5.420062097000001,5.25082743,5.25082743,5.334773729,5.25082743,5.25082743,5.334773729,5.415867171,35.543567415,35.543567415,34.063726256,35.543567415,35.543567415,34.063726256,32.419425052,DE0001135085,324.3877013,321.8318881,324.737583650454,322.181849946345,294.39948343599997,267.687889286,322.133477821,322.13256526,283.712338464,258.198373917,0.06147284099999999,,,EUR,Corporates,Financials,Core Financials,Insurance,Nonlife Insurance,Full Line Insurance,*,*,BBB,SUB,T2 dated,T2 dated callable,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-0.00582404599900939,-0.0508237341794612,-0.0725257545378546,-0.0725257545378546,-0.0031834141391237397,-0.00287746720169582,-0.0030639873304514897,-0.01623023962,-0.0315970273094613,-0.0277379480894613,0.00041097925419471097,IG,Financials,Insurance,F,SUB,T2,5y-7y,BBB,10,BBB-,5229238725.4539175,False,ASSGEN 5 06/08/48,True,0.058393,1.27,0.6,8.0,AA,610,0.0004826907164288404,0.00022804285815535767,0.5229238725453917,0.12876241145,Sub,0.0,469
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1426022536,LW3622260,BBLW3622260,,,SUMIBK,Sumitomo Mitsui Financial Group Inc,JAPAN,1.546,2026-06-15,2026-06-15,4.309589041000001,4.309589041000001,,2022-06-15,1,101.40326,101.64818000000001,0.244919999999993,101.40326,1.067375342,102.47063534200001,1,0.0,0,0,1,1,1500000000,1500000000,1537059530.13,1537059530.13,0.0,0.0,1.209386745,1.209386745,1.20575215,1.209386745,1.209386745,1.20575215,,,4.16106243,4.111340424,4.111340424,4.136126712,4.111340424,4.111340424,4.136126712,4.160320619,21.380527975,21.380527975,19.583431035,21.380527975,21.380527975,19.583431035,17.734846284,DE0001030716,141.36435790000002,141.0113392,136.095486967579,135.738851901757,89.10379856600001,65.603994875,135.226151961,135.23726171799998,90.394370846,66.447880018,0.04263107,,,EUR,Corporates,Financials,Core Financials,Banks,Banks,Banks,*,*,A,SEN,Bail-in,*,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00442467563082785,-0.0242179140738854,-0.0349143931946926,-0.0349143931946926,-0.0022712082073433697,-0.00224444100544512,-0.00223469638143964,-0.00978367530000002,-0.0115537930438854,-0.00874710824388543,0.0005026623423917269,IG,Financials,Banks,F,SEN,T3,3y-5y,A,7,A-,6395800663.497397,False,SUMIBK 1.546 06/15/26,False,0.138819,0.27,2.9,6.2,A,180,0.00018109285794690167,0.0019450714372074623,0.6395800663497397,0.05755876593599999,Snp,0.0,789
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1405780963,LW7273961,BBLW7273961,,,ASML,ASML Holding NV,NETHERLANDS,1.375,2026-04-07,2026-07-07,4.369863014,4.369863014,2026-04-07,2022-07-07,1,102.69145,102.96723,0.275779999999997,102.69145,0.866438356,103.557888356,1,0.0,0,0,1,1,1000000000,1000000000,1035578883.56,1035578883.56,0.0,0.0,0.7098461970000001,0.7098461970000001,0.7085909440000001,0.746415116,0.746415116,0.7450274509999999,,,4.0021166610000005,3.973908026,3.973908026,3.987987403,4.207027228,4.207027228,4.222698982,4.0991728830000005,20.052448568,20.052448568,18.207836097999998,22.247357753000003,22.247357753000003,20.309901781,-3.2350411789999995,DE0001030716,91.4103031,91.2952186,85.6740323238609,85.5550106513909,41.130782806999996,17.572372937,83.262146566,88.241937075,43.64254146,19.642103445,0.042450169,,,EUR,Corporates,Non-Financials,Technology,Technology,Technology Hardware & Equipment,Semiconductors,*,*,A,SEN,*,*,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0037275633051782,-0.0166638173194966,-0.0263357523844214,-0.0263357523844214,-0.00217367991975261,-0.00156594781105048,-0.00157007779217797,-0.00916921524000003,-0.0046446188994966105,-0.00189537097949653,0.000325727451411579,IG,Information Technology,Semiconductors & Semiconductor Equipment,NF,SEN,,3y-5y,A,7,A-,4144507503.6752553,False,ASML 1 ⅜ 07/07/26,True,0.1552,0.74,9.1,10.0,AAA,180,0.0003308857157548327,0.004069000018066185,0.41445075036752554,0.055634712364,Sen,81.778,743
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1463101680,QZ0186655,BBQZ0186655,,,VOD,Vodafone Group Plc,UNITED KINGDOM,1.6,2031-07-29,2031-07-29,9.430136986,9.430136986,,2022-07-29,1,99.70625,100.16232,0.45606999999999703,99.70625,0.911780822,100.61803082200001,1,0.0,0,0,1,1,1150000000,1150000000,1157107354.453,1157107354.453,0.0,0.0,1.63349771,1.63349771,1.626880857,1.63349771,1.63349771,1.626880857,,,8.749145537999999,8.608525472,8.608525472,8.678550697999999,8.608525472,8.608525472,8.678550697999999,8.742111034,86.355016783,86.355016783,83.461361269,86.355016783,86.355016783,83.461361269,80.356165585,DE0001030708,152.4999229,151.841179,149.965314254692,149.308597270629,104.38651059700001,80.226629707,148.348510871,148.348301043,107.78308709,82.480722749,0.0879614,,,EUR,Corporates,Non-Financials,Telecommunications,Telecommunications,Wireless Telecommunications,Wireless Telecommunications,*,*,BBB,SEN,*,*,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,-0.00570467541019498,-0.0336758517370728,-0.0554884743678299,-0.0554884743678299,-0.00409945645839093,-0.00240945201286123,-0.0019491203728947898,-0.0246270196499999,-0.00375955104707285,0.0009931245229272971,0.000795647542619195,IG,Communication Services,Telecommunication Services,NF,SEN,,7y-10y,BBB,9,BBB,10123700647.199448,False,VOD 1.6 07/29/31,False,1.37,10.28,26.6,7.3,AA,360,0.005286122880613016,0.013678100060730178,1.0123700647199447,0.17912788208,Sen,22.60518933799998,94
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,XS1470601656,QZ1269187,BBQZ1269187,,,BNP,BNP Paribas SA,FRANCE,2.25,2027-01-11,2027-01-11,4.884931507,4.884931507,,2023-01-11,1,101.509,101.87899999999999,0.370000000000005,101.509,0.25890411,101.76790411,1,0.0,0,0,1,1,1020000000,1020000000,1038032621.9219999,1038032621.9219999,0.0,0.0,1.922925723,1.922925723,1.913769439,1.922925723,1.922925723,1.913769439,,,4.671598413,4.5834618460000005,4.5834618460000005,4.627320292,4.5834618460000005,4.5834618460000005,4.627320292,4.669848887,26.081267574,26.081267574,24.291060054000003,26.081267574,26.081267574,24.291060054000003,22.408962189,DE0001135044,199.291133,198.37672949999998,202.98784083230598,202.07597462123002,156.870386663,132.661045481,201.20116741400003,201.203219805,158.82919903299998,134.25672850700002,0.047524073,,,EUR,Corporates,Financials,Core Financials,Banks,Banks,Banks,*,*,BBB,SUB,T2,T2 non-callable,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00668925275406477,-0.0320126630943597,-0.0503448319102846,-0.0503448319102846,-0.00255936481164223,-0.004455105602731779,-0.0044361629705161705,-0.01168355514,-0.0173829486343597,-0.0144042210043597,0.000381116661395146,IG,Financials,Banks,F,SUB,T2,3y-5y,BBB,8,BBB+,4849271549.213044,False,BNP 2 ¼ 01/11/27,False,0.282872,0.62,3.8,7.9,AA,260,0.0002827731441126435,0.0017331257219807181,0.4849271549213044,0.11458654615000002,Sub,134.2520000000001,42
2022-02-22,EU_EOD,Nominal,,DE0009682708,DE0009682716,iBoxx € Overall,FR0013201308,QZ4315847,BBQZ4315847,,,SUFP,Schneider Electric SE,FRANCE,0.25,2024-09-09,2024-09-09,2.5452054790000003,2.5452054790000003,2024-06-09,2022-09-09,1,99.7725,99.96303,0.19053000000001002,99.7725,0.11369863,99.88619863,1,0.0,0,0,1,1,1000000000,1000000000,998861986.3,998861986.3,0.0,0.0,0.33988116399999996,0.33988116399999996,0.339592856,0.33988116399999996,0.33988116399999996,0.339592856,,,2.537719274,2.529123261,2.529123261,2.533417622,2.529123261,2.529123261,2.533417622,2.454867476,8.929363396,8.929363396,7.69515099,8.929363396,8.929363396,7.69515099,6.051615699,DE0001102366,67.8730697,67.87299240000002,67.07382565180279,67.0726608993191,21.908135352,4.179134244,66.62239089,69.508410201,22.499847831999997,4.289460973,0.024520737999999997,,,EUR,Corporates,Non-Financials,Industrials,Industrial Goods & Services,Electronic & Electrical Equipment,Electrical Components & Equipment,*,*,A,SEN,*,*,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00190079802983515,-0.00846653802917344,-0.0107364154496361,-0.0107364154496361,-0.00133569593340826,-0.0006780487690642309,-0.000708103268854773,-0.00455023796999998,-0.0018943984791734102,-0.000590211979173444,0.000199218880207872,IG,Industrials,Capital Goods,NF,SEN,,1y-3y,A,7,A-,2534831314.699434,False,SUFP 0 ¼ 09/09/24,True,0.463302,4.72,15.1,9.3,AAA,180,0.002110514295084879,0.0067518571728350995,0.2534831314699434,0.035407725653999994,Sen,181.650317572,689
